Run	Time	Name	X_pos	Y_pos	Collision	OnCue
0	19.87	Bee18	16.96	48.76	5	False
0	20.67	Bee04	17.81	48.67	6	False
0	21.43	Bee18	17.05	48.50	6	False
0	21.88	Bee04	17.57	48.81	7	False
0	21.88	Bee04	17.57	48.81	8	False
0	22.52	Bee13	34.65	32.32	2	False
0	23.98	Bee03	31.92	34.62	3	True
0	24.34	Bee08	13.15	22.58	0	True
0	24.64	Bee08	13.04	23.18	0	False
0	24.84	Bee08	12.97	23.55	0	True
0	25.03	Bee08	12.90	23.93	0	False
0	26.17	Bee09	31.19	31.28	12	True
0	29.39	Bee13	48.28	34.06	3	False
0	30.66	Bee03	33.09	21.31	4	True
0	30.66	Bee03	33.09	21.31	5	True
0	31.33	Bee14	1.89	15.55	1	False
0	31.73	Bee10	48.97	33.48	1	False
0	32.13	Bee14	1.56	15.65	2	False
0	32.13	Bee14	1.56	15.65	3	False
0	32.37	Bee16	8.03	48.04	2	False
0	32.85	Bee14	1.32	15.65	4	False
0	34.56	Bee14	1.15	16.00	5	False
0	35.36	Bee06	14.26	30.49	0	True
0	35.36	Bee16	9.63	45.07	3	False
0	35.36	Bee08	9.06	44.24	1	False
0	36.01	Bee08	9.07	44.49	2	False
0	37.25	Bee16	9.37	44.82	4	False
0	37.25	Bee16	9.37	44.82	5	False
0	37.25	Bee16	9.37	44.82	6	False
0	38.22	Bee08	9.66	44.52	3	False
0	39.52	Bee16	9.57	44.65	7	False
0	39.52	Bee16	9.57	44.65	8	False
0	39.52	Bee16	9.57	44.65	9	False
0	39.77	Bee06	13.34	21.71	0	False
0	40.65	Bee02	32.44	34.20	0	True
0	41.68	Bee02	31.24	32.55	1	True
0	42.51	Bee05	25.49	36.92	0	True
0	43.44	Bee14	13.87	20.67	5	True
0	45.25	Bee01	6.82	12.44	1	False
0	45.62	Bee05	30.91	33.87	1	True
0	45.98	Bee08	20.00	35.90	3	True
0	46.73	Bee15	9.93	13.67	8	False
0	46.73	Bee04	9.95	14.64	9	False
0	52.07	Bee04	16.93	16.22	9	True
0	52.30	Bee08	29.71	27.81	4	True
0	55.48	Bee14	36.47	28.97	5	False
0	56.64	Bee19	22.66	36.60	0	True
0	56.95	Bee00	13.09	24.88	0	True
0	57.96	Bee10	28.11	36.46	1	True
0	59.74	Bee10	27.32	32.99	2	True
0	59.74	Bee04	31.89	19.61	10	True
0	60.12	Bee18	15.80	17.45	6	True
0	60.94	Bee12	33.87	20.13	2	True
0	61.71	Bee19	29.20	28.85	1	True
0	62.54	Bee16	14.71	31.18	9	True
0	64.75	Bee00	28.40	27.91	1	True
0	65.99	Bee17	32.42	20.51	2	True
0	65.99	Bee17	32.42	20.51	3	True
0	66.32	Bee06	19.03	14.94	0	True
0	67.72	Bee18	23.35	30.66	7	True
0	67.72	Bee18	23.35	30.66	8	True
0	70.27	Bee16	30.19	30.76	10	True
0	76.10	Bee06	28.22	32.19	1	True
0	77.43	Bee13	36.82	24.38	3	True
0	80.35	Bee13	35.19	18.76	3	False
0	85.03	Bee07	14.09	19.81	4	True
0	87.33	Bee14	33.90	32.86	5	True
0	87.48	Bee07	17.04	15.91	4	False
0	89.13	Bee03	32.83	21.28	6	True
0	89.13	Bee03	32.83	21.28	7	True
0	89.51	Bee09	36.92	23.62	12	False
0	90.49	Bee07	20.67	11.10	5	False
0	90.85	Bee11	22.58	13.07	8	False
0	91.60	Bee15	20.41	14.08	8	True
0	91.91	Bee05	30.77	33.64	2	True
0	92.95	Bee11	22.62	13.31	8	True
0	96.99	Bee02	31.07	32.71	2	True
0	97.49	Bee14	28.04	13.41	5	False
0	98.91	Bee15	12.92	26.63	8	False
0	100.57	Bee14	26.26	7.51	6	False
0	102.62	Bee11	26.35	32.29	9	True
0	104.97	Bee13	19.48	14.26	3	True
0	110.10	Bee13	13.15	22.33	3	False
0	113.54	Bee08	29.54	27.62	5	True
0	113.71	Bee12	33.34	20.43	3	True
0	113.71	Bee12	33.34	20.43	4	True
0	113.71	Bee12	33.34	20.43	5	True
0	118.48	Bee04	31.82	19.88	11	True
0	118.48	Bee04	31.82	19.88	12	True
0	119.40	Bee10	27.04	33.06	3	True
0	122.72	Bee09	28.68	13.72	12	True
0	122.87	Bee19	28.98	28.68	2	True
0	122.87	Bee19	28.98	28.68	3	True
0	122.87	Bee19	28.98	28.68	4	True
0	125.17	Bee17	32.28	20.25	4	True
0	125.17	Bee17	32.28	20.25	5	True
0	126.22	Bee00	28.45	27.60	2	True
0	128.24	Bee07	22.05	13.58	5	True
0	131.07	Bee16	30.14	29.05	11	True
0	131.07	Bee18	27.44	28.15	9	True
0	133.28	Bee09	12.95	27.80	12	False
0	135.52	Bee14	14.78	18.97	6	True
0	138.43	Bee07	36.64	27.80	5	False
0	140.87	Bee06	36.77	27.53	1	False
0	145.24	Bee05	26.19	36.98	2	False
0	147.06	Bee14	36.95	25.37	6	False
0	148.94	Bee13	48.84	41.78	4	False
0	150.68	Bee01	48.10	42.45	2	False
0	151.02	Bee13	48.89	41.46	5	False
0	151.62	Bee13	48.99	41.17	6	False
0	151.62	Bee13	48.99	41.17	7	False
0	152.04	Bee07	49.56	41.23	6	False
0	152.42	Bee01	48.13	42.10	3	False
0	153.31	Bee07	49.32	41.43	7	False
0	153.31	Bee07	49.32	41.43	8	False
0	153.82	Bee02	29.34	30.09	3	True
0	154.55	Bee01	48.46	42.10	4	False
0	154.76	Bee03	31.86	34.76	7	False
0	154.94	Bee07	49.38	41.79	9	False
0	155.29	Bee01	48.76	42.20	5	False
0	155.29	Bee01	48.76	42.20	6	False
0	158.99	Bee06	33.37	16.60	1	True
0	162.98	Bee11	26.59	32.23	10	True
0	165.39	Bee06	20.92	13.60	1	False
0	167.53	Bee13	36.62	27.24	7	True
0	170.22	Bee15	31.55	34.99	8	True
0	170.80	Bee12	33.19	19.89	6	True
0	174.49	Bee09	31.54	46.52	13	False
0	174.49	Bee09	31.54	46.52	14	False
0	174.49	Bee14	32.13	47.04	7	False
0	175.06	Bee08	29.27	27.93	6	True
0	175.06	Bee08	29.27	27.93	7	True
0	175.06	Bee08	29.27	27.93	8	True
0	176.62	Bee15	18.75	35.38	8	False
0	176.62	Bee09	31.66	46.87	15	False
0	176.62	Bee09	31.66	46.87	16	False
0	176.62	Bee09	31.66	46.87	17	False
0	177.28	Bee13	23.17	13.12	7	False
0	179.32	Bee10	27.00	32.49	4	True
0	179.32	Bee10	27.00	32.49	5	True
0	179.32	Bee10	27.00	32.49	6	True
0	179.32	Bee01	33.50	32.64	6	True
0	181.30	Bee01	31.25	29.39	7	True
0	184.32	Bee19	29.25	28.40	5	True
0	184.32	Bee19	29.25	28.40	6	True
0	184.32	Bee19	29.25	28.40	7	True
0	184.32	Bee19	29.25	28.40	8	True
0	184.76	Bee04	18.79	14.62	12	False
0	184.94	Bee14	19.84	35.82	7	True
0	186.58	Bee07	44.26	40.56	10	False
0	186.78	Bee03	43.48	39.84	8	False
0	187.66	Bee00	28.17	27.56	3	True
0	188.20	Bee07	44.17	40.22	11	False
0	188.20	Bee05	19.10	35.34	2	True
0	188.60	Bee03	43.72	40.01	9	False
0	188.60	Bee03	43.72	40.01	10	False
0	188.60	Bee03	43.72	40.01	11	False
0	188.60	Bee14	14.43	30.88	7	False
0	191.88	Bee16	29.87	29.07	12	True
0	191.88	Bee16	29.87	29.07	13	True
0	191.88	Bee16	29.87	29.07	14	True
0	193.23	Bee05	25.94	27.97	3	True
0	193.94	Bee06	17.35	15.85	1	True
0	194.53	Bee17	15.34	32.34	5	False
0	195.77	Bee07	33.25	33.29	11	True
0	196.28	Bee09	23.19	36.70	17	True
0	197.71	Bee07	29.96	31.20	12	True
0	200.65	Bee18	17.73	15.17	9	False
0	204.63	Bee06	36.96	24.38	1	False
0	206.34	Bee03	35.85	20.42	11	True
0	206.84	Bee09	16.04	16.84	17	False
0	207.34	Bee03	34.23	19.24	12	True
0	207.52	Bee14	8.69	3.99	8	False
0	207.52	Bee18	9.51	4.17	10	False
0	207.52	Bee18	9.51	4.17	11	False
0	214.60	Bee02	29.14	30.23	4	True
0	216.40	Bee17	13.51	28.27	5	True
0	220.43	Bee13	17.98	34.69	7	True
0	224.05	Bee13	24.84	36.96	7	False
0	224.85	Bee11	25.94	29.17	11	True
0	226.69	Bee17	27.44	13.12	5	False
0	229.94	Bee14	16.89	16.13	8	True
0	236.30	Bee08	29.05	27.73	9	True
0	237.29	Bee12	12.73	26.33	6	False
0	241.32	Bee14	36.69	27.33	8	False
0	241.63	Bee01	30.73	29.75	8	True
0	243.28	Bee15	17.22	38.58	9	False
0	244.43	Bee10	17.05	34.19	6	False
0	245.66	Bee19	29.05	28.24	9	True
0	245.66	Bee19	29.05	28.24	10	True
0	245.66	Bee19	29.05	28.24	11	True
0	246.64	Bee10	12.69	34.94	7	False
0	252.71	Bee03	29.85	27.02	13	True
0	252.71	Bee03	29.85	27.02	14	True
0	252.99	Bee16	29.88	28.52	15	True
0	252.99	Bee16	29.88	28.52	16	True
0	255.80	Bee00	30.19	13.96	3	False
0	257.65	Bee07	30.18	30.87	13	True
0	257.65	Bee07	30.18	30.87	14	True
0	259.25	Bee12	16.79	33.75	6	True
0	260.01	Bee00	31.42	5.63	4	False
0	262.23	Bee05	14.51	18.66	3	False
0	262.59	Bee04	36.98	35.00	13	False
0	262.59	Bee04	36.98	35.00	14	False
0	262.59	Bee18	37.53	35.25	12	False
0	263.63	Bee04	37.23	34.93	15	False
0	263.63	Bee04	37.23	34.93	16	False
0	263.63	Bee04	37.23	34.93	17	False
0	264.76	Bee04	38.04	35.05	18	False
0	265.70	Bee12	29.48	36.08	6	False
0	268.47	Bee13	44.54	33.88	8	False
0	268.47	Bee04	43.83	33.26	19	False
0	269.24	Bee14	45.67	34.16	9	False
0	270.33	Bee04	44.00	33.53	20	False
0	270.33	Bee04	44.00	33.53	21	False
0	270.69	Bee13	44.80	33.93	9	False
