Run	Time	Name	X_pos	Y_pos	State	Delay	OnCue
0	0.00	Bee13	46.50	35.46	0	0	False
0	0.35	Bee18	32.40	14.24	0	0	False
0	0.39	Bee39	2.69	30.36	0	0	False
0	0.39	Bee28	29.14	29.24	0	59.07705	True
0	0.41	Bee23	29.18	29.97	0	58.83777	True
0	0.41	Bee23	29.18	29.97	0	58.83777	True
0	0.57	Bee36	30.14	48.52	0	0	False
0	1.14	Bee39	2.04	30.47	0	0	False
0	1.45	Bee20	35.47	16.69	0	0	False
0	1.49	Bee33	34.68	17.71	0	0	False
0	1.56	Bee39	2.03	30.48	0	0	False
0	1.60	Bee24	32.36	39.98	0	0	False
0	1.63	Bee21	32.79	38.79	0	0	False
0	2.08	Bee16	3.14	31.03	0	0	False
0	2.19	Bee39	2.00	30.48	0	0	False
0	2.21	Bee12	30.43	29.31	0	58.65715	True
0	2.30	Bee16	3.12	31.05	0	0	False
0	2.42	Bee39	2.00	30.48	0	0	False
0	2.44	Bee21	32.78	38.80	0	0	False
0	3.49	Bee18	35.39	16.58	0	0	False
0	4.05	Bee26	2.65	29.60	0	0	False
0	4.05	Bee21	33.11	39.88	0	0	False
0	4.32	Bee16	1.49	30.71	0	0	False
0	4.32	Bee16	1.49	30.71	0	0	False
0	4.32	Bee09	47.18	40.29	0	0	False
0	4.32	Bee09	47.18	40.29	0	0	False
0	4.32	Bee02	47.15	40.26	0	0	False
0	4.32	Bee02	47.15	40.26	0	0	False
0	4.66	Bee39	1.93	29.81	0	0	False
0	5.12	Bee22	9.02	38.48	0	0	False
0	5.12	Bee21	33.11	40.80	0	0	False
0	5.37	Bee30	6.74	37.75	0	0	False
0	5.37	Bee16	1.09	30.42	0	0	False
0	5.37	Bee15	6.82	38.81	0	0	False
0	5.64	Bee03	1.53	8.34	0	0	False
0	5.64	Bee00	26.88	48.74	0	0	False
0	5.86	Bee38	25.71	37.48	0	0	False
0	5.86	Bee19	26.53	37.85	0	0	False
0	6.61	Bee26	2.30	29.47	0	0	False
0	6.61	Bee26	2.30	29.47	0	0	False
0	6.61	Bee14	6.81	37.74	0	0	False
0	6.61	Bee14	6.81	37.74	0	0	False
0	7.47	Bee15	6.95	38.54	0	0	False
0	7.65	Bee34	15.70	6.93	0	0	False
0	7.65	Bee16	1.31	30.13	0	0	False
0	7.65	Bee08	15.89	6.08	0	0	False
0	8.64	Bee05	48.40	24.96	0	0	False
0	8.82	Bee08	15.79	6.43	0	0	False
0	8.82	Bee08	15.79	6.43	0	0	False
0	8.82	Bee08	15.79	6.43	0	0	False
0	9.06	Bee15	6.70	38.13	0	0	False
0	9.06	Bee15	6.70	38.13	0	0	False
0	9.06	Bee15	6.70	38.13	0	0	False
0	10.08	Bee34	15.03	7.20	0	0	False
0	10.08	Bee34	15.03	7.20	0	0	False
0	10.08	Bee04	23.24	39.98	0	0	False
0	11.73	Bee27	2.15	17.60	0	0	False
0	13.03	Bee02	42.13	47.29	0	0	False
0	14.17	Bee33	13.92	12.73	0	0	False
0	14.99	Bee33	13.16	12.71	0	0	False
0	17.15	Bee36	46.82	39.44	0	0	False
0	17.15	Bee36	46.82	39.44	0	0	False
0	17.15	Bee36	46.82	39.44	0	0	False
0	17.15	Bee32	42.44	30.97	0	0	False
0	17.15	Bee09	25.04	48.30	0	0	False
0	17.15	Bee05	46.77	39.71	0	0	False
0	17.15	Bee05	46.77	39.71	0	0	False
0	17.15	Bee05	46.77	39.71	0	0	False
0	17.68	Bee27	10.57	13.63	0	0	False
0	18.24	Bee09	24.37	48.76	0	0	False
0	18.49	Bee25	34.10	11.04	0	0	False
0	18.49	Bee16	18.34	20.23	0	57.74436	True
0	19.94	Bee04	17.48	24.60	0	58.39919	True
0	23.19	Bee25	26.95	7.92	0	0	False
0	26.16	Bee34	2.63	34.51	0	0	False
0	26.16	Bee31	21.23	14.73	0	39.56403	True
0	26.16	Bee30	2.76	35.35	0	0	False
0	26.77	Bee05	37.47	49.49	0	0	False
0	26.77	Bee05	37.47	49.49	0	0	False
0	27.35	Bee17	17.72	1.36	0	0	False
0	28.89	Bee05	37.28	49.31	0	0	False
0	29.37	Bee30	1.50	34.57	0	0	False
0	29.37	Bee30	1.50	34.57	0	0	False
0	29.63	Bee20	47.77	21.08	0	0	False
0	29.63	Bee20	47.77	21.08	0	0	False
0	29.63	Bee19	47.52	21.26	0	0	False
0	30.61	Bee05	37.05	49.36	0	0	False
0	31.48	Bee29	30.49	19.69	0	58.18407	True
0	31.48	Bee22	14.69	31.04	0	2.802669	True
0	31.48	Bee22	14.69	31.04	0	2.802669	True
0	32.09	Bee01	20.42	15.42	0	46.25114	True
0	32.32	Bee19	47.41	21.72	0	0	False
0	32.90	Bee08	4.38	47.67	0	0	False
0	32.90	Bee02	4.34	47.61	0	0	False
0	34.09	Bee36	26.98	13.66	0	18.36225	True
0	34.09	Bee35	27.66	12.85	0	0	False
0	34.09	Bee20	48.94	22.92	0	0	False
0	34.55	Bee39	49.02	24.03	0	0	False
0	34.69	Bee19	48.13	21.91	0	0	False
0	34.69	Bee10	9.77	23.52	0	0	False
0	34.69	Bee09	10.86	23.61	0	0	False
0	35.32	Bee20	48.62	22.99	0	0	False
0	35.32	Bee20	48.62	22.99	0	0	False
0	36.38	Bee35	27.54	13.16	0	0	False
0	36.38	Bee35	27.54	13.16	0	0	False
0	36.61	Bee09	10.40	23.61	0	0	False
0	36.61	Bee09	10.40	23.61	0	0	False
0	37.43	Bee30	8.23	24.76	0	0	False
0	37.43	Bee30	8.23	24.76	0	0	False
0	37.43	Bee30	8.23	24.76	0	0	False
0	37.43	Bee30	8.23	24.76	0	0	False
0	37.43	Bee10	7.97	24.58	0	0	False
0	37.43	Bee10	7.97	24.58	0	0	False
0	37.73	Bee20	48.39	22.43	0	0	False
0	38.57	Bee19	49.25	21.91	0	0	False
0	38.77	Bee20	48.44	22.04	0	0	False
0	39.35	Bee30	8.29	22.83	0	0	False
0	41.15	Bee03	29.93	28.04	0	59.10513	True
0	41.32	Bee17	13.39	26.79	0	11.02041	True
0	42.90	Bee22	28.04	30.63	0	58.91479	True
0	42.90	Bee00	27.77	31.92	0	58.34911	True
0	44.91	Bee35	39.82	16.32	0	0	False
0	44.91	Bee20	40.72	16.69	0	0	False
0	45.98	Bee20	40.47	16.70	0	0	False
0	45.98	Bee20	40.47	16.70	0	0	False
0	46.62	Bee39	36.85	40.90	0	0	False
0	47.10	Bee38	37.48	42.45	0	0	False
0	47.34	Bee06	15.15	39.47	0	0	False
0	48.07	Bee39	36.60	41.93	0	0	False
0	48.07	Bee39	36.60	41.93	0	0	False
0	48.30	Bee20	38.52	18.11	0	0	False
0	48.30	Bee05	39.36	18.65	0	0	False
0	50.66	Bee30	26.05	14.37	0	45.49323	True
0	51.80	Bee07	15.25	39.12	0	0	False
0	51.96	Bee37	15.88	38.56	0	0	False
0	51.96	Bee37	15.88	38.56	0	0	False
