Run	Time	Name	X_pos	Y_pos	State	Delay	OnCue
0	0.95	Bee04	42.90	40.36	0	0	False
0	0.99	Bee03	42.40	41.53	0	0	False
0	1.22	Bee03	42.40	41.49	0	0	False
0	1.84	Bee07	0.45	25.54	0	0	False
0	1.96	Bee04	42.90	40.36	0	0	False
0	2.08	Bee03	42.35	41.40	0	0	False
0	2.78	Bee04	42.90	40.37	0	0	False
0	2.90	Bee15	10.50	14.30	0	0	False
0	2.97	Bee09	11.65	14.53	0	0	False
0	3.11	Bee15	10.50	14.31	0	0	False
0	3.18	Bee09	11.64	14.53	0	0	False
0	3.39	Bee04	42.90	40.39	0	0	False
0	3.59	Bee09	11.64	14.53	0	0	False
0	4.40	Bee09	11.63	14.53	0	0	False
0	4.54	Bee15	10.51	14.31	0	0	False
0	4.71	Bee11	11.97	13.17	0	0	False
0	4.95	Bee15	10.51	14.32	0	0	False
0	5.36	Bee15	10.52	14.32	0	0	False
0	5.82	Bee09	11.63	14.52	0	0	False
0	6.14	Bee11	11.98	13.21	0	0	False
0	6.43	Bee09	11.63	14.52	0	0	False
0	6.43	Bee09	11.63	14.52	0	0	False
0	6.96	Bee15	10.52	14.32	0	0	False
0	6.96	Bee15	10.52	14.32	0	0	False
0	7.36	Bee11	11.96	13.23	0	0	False
0	7.80	Bee07	9.18	28.18	0	0	False
0	7.82	Bee17	32.75	20.30	0	55.91531	True
0	7.82	Bee12	34.09	20.56	0	50.9434	True
0	7.86	Bee13	9.96	29.18	0	0	False
0	8.24	Bee09	11.62	14.52	0	0	False
0	8.42	Bee11	11.97	13.34	0	0	False
0	8.61	Bee07	9.18	28.18	0	0	False
0	8.67	Bee13	9.97	29.18	0	0	False
0	8.82	Bee07	9.19	28.18	0	0	False
0	10.03	Bee11	11.96	13.34	0	0	False
0	10.05	Bee09	11.62	14.51	0	0	False
0	10.84	Bee11	11.96	13.34	0	0	False
0	11.66	Bee11	11.95	13.35	0	0	False
0	11.66	Bee09	11.62	14.51	0	0	False
0	12.68	Bee09	11.63	14.51	0	0	False
0	15.95	Bee18	16.71	48.23	0	0	False
0	16.98	Bee18	16.67	48.48	0	0	False
0	17.71	Bee18	16.72	48.79	0	0	False
0	17.71	Bee18	16.72	48.79	0	0	False
0	18.61	Bee16	6.96	46.76	0	0	False
0	18.61	Bee04	17.87	48.41	0	0	False
0	19.87	Bee18	16.96	48.76	0	0	False
0	20.67	Bee04	17.81	48.67	0	0	False
0	21.43	Bee18	17.05	48.50	0	0	False
0	21.88	Bee04	17.57	48.81	0	0	False
0	21.88	Bee04	17.57	48.81	0	0	False
0	26.17	Bee09	31.19	31.28	0	56.59883	True
0	29.39	Bee13	48.28	34.06	0	0	False
0	30.66	Bee03	33.09	21.31	0	56.39098	True
0	30.66	Bee03	33.09	21.31	0	56.39098	True
0	31.33	Bee14	1.89	15.55	0	0	False
0	31.73	Bee10	48.97	33.48	0	0	False
0	32.13	Bee14	1.56	15.65	0	0	False
0	32.13	Bee14	1.56	15.65	0	0	False
0	32.37	Bee16	8.03	48.04	0	0	False
0	32.85	Bee14	1.32	15.65	0	0	False
0	34.56	Bee14	1.15	16.00	0	0	False
0	35.36	Bee16	9.63	45.07	0	0	False
0	35.36	Bee08	9.06	44.24	0	0	False
0	36.01	Bee08	9.07	44.49	0	0	False
0	37.25	Bee16	9.37	44.82	0	0	False
0	37.25	Bee16	9.37	44.82	0	0	False
0	37.25	Bee16	9.37	44.82	0	0	False
0	38.22	Bee08	9.66	44.52	0	0	False
0	39.52	Bee16	9.57	44.65	0	0	False
0	39.52	Bee16	9.57	44.65	0	0	False
0	39.52	Bee16	9.57	44.65	0	0	False
0	41.68	Bee02	31.24	32.55	0	53.2743	True
0	45.25	Bee01	6.82	12.44	0	0	False
0	45.62	Bee05	30.91	33.87	0	44.24783	True
