Run	Time	Name	X_pos	Y_pos

0	0.00	Bee00	2.50	0.50
0	0.00	Bee01	9.50	40.50
0	0.00	Bee02	8.50	0.50
0	0.00	Bee03	32.50	31.50
0	0.00	Bee04	45.50	34.50
0	0.00	Bee05	23.50	26.50
0	0.00	Bee06	10.50	44.50
0	0.00	Bee07	25.50	15.50
0	0.00	Bee08	45.50	28.50
0	0.00	Bee09	10.50	48.50
0	0.00	Bee10	11.50	13.50
0	0.00	Bee11	2.50	30.50
0	0.00	Bee12	30.50	0.50
0	0.00	Bee13	32.50	28.50
0	0.00	Bee14	29.50	36.50
0	0.00	Bee15	42.50	44.50
0	0.00	Bee16	40.50	6.50
0	0.00	Bee17	27.50	35.50
0	0.00	Bee18	3.50	27.50
0	0.00	Bee19	17.50	5.50
0	0.00	Bee20	44.50	47.50
0	0.00	Bee21	45.50	4.50
0	0.00	Bee22	4.50	5.50
0	0.00	Bee23	44.50	7.50
0	0.00	Bee24	23.50	5.50
0	0.00	Bee25	31.50	35.50
0	0.00	Bee26	14.50	36.50
0	0.00	Bee27	32.50	30.50
0	0.00	Bee28	37.50	14.50
0	0.00	Bee29	34.50	15.50
0	1.00	Bee00	2.47	0.47
0	1.00	Bee01	11.49	40.96
0	1.00	Bee02	8.51	0.46
0	1.00	Bee03	33.20	33.41
0	1.00	Bee04	46.89	35.99
0	1.00	Bee05	22.36	28.19
0	1.00	Bee06	9.06	43.06
0	1.00	Bee07	24.97	13.53
0	1.00	Bee08	45.36	26.47
0	1.00	Bee09	11.74	49.03
0	1.00	Bee10	11.75	15.52
0	1.00	Bee11	3.97	29.08
0	1.00	Bee12	30.50	0.46
0	1.00	Bee13	33.32	28.69
0	1.00	Bee14	31.47	35.97
0	1.00	Bee15	40.72	45.49
0	1.00	Bee16	40.96	4.51
0	1.00	Bee17	26.33	37.17
0	1.00	Bee18	4.55	25.75
0	1.00	Bee19	18.99	6.89
0	1.00	Bee20	44.01	45.52
0	1.00	Bee21	45.64	2.47
0	1.00	Bee22	3.77	7.40
0	1.00	Bee23	46.13	8.73
0	1.00	Bee24	21.50	5.11
0	1.00	Bee25	31.15	33.49
0	1.00	Bee26	12.89	37.75
0	1.00	Bee27	33.19	30.02
0	1.00	Bee28	37.04	12.51
0	1.00	Bee29	36.52	15.75
0	2.00	Bee00	2.47	0.47
0	2.00	Bee01	13.44	41.41
0	2.00	Bee02	8.52	0.46
0	2.00	Bee03	33.68	34.75
0	2.00	Bee04	48.25	37.45
0	2.00	Bee05	21.24	29.85
0	2.00	Bee06	7.64	41.64
0	2.00	Bee07	24.45	11.60
0	2.00	Bee08	45.22	24.47
0	2.00	Bee09	11.75	49.05
0	2.00	Bee10	11.99	17.51
0	2.00	Bee11	5.41	27.69
0	2.00	Bee12	30.49	0.46
0	2.00	Bee13	33.32	28.69
0	2.00	Bee14	32.73	35.63
0	2.00	Bee15	38.97	46.46
0	2.00	Bee16	41.41	2.56
0	2.00	Bee17	25.18	38.81
0	2.00	Bee18	5.58	24.04
0	2.00	Bee19	20.45	8.25
0	2.00	Bee20	43.52	43.58
0	2.00	Bee21	45.75	1.00
0	2.00	Bee22	3.05	9.27
0	2.00	Bee23	47.73	9.93
0	2.00	Bee24	19.53	4.73
0	2.00	Bee25	30.80	31.52
0	2.00	Bee26	11.32	38.99
0	2.00	Bee27	33.19	30.02
0	2.00	Bee28	36.59	10.56
0	2.00	Bee29	38.51	15.99
0	3.00	Bee00	2.47	0.47
0	3.00	Bee01	15.38	41.86
0	3.00	Bee02	8.52	0.46
0	3.00	Bee03	33.68	34.75
0	3.00	Bee04	49.01	38.26
0	3.00	Bee05	20.12	31.51
0	3.00	Bee06	6.23	40.23
0	3.00	Bee07	23.94	9.67
0	3.00	Bee08	45.08	22.48
0	3.00	Bee09	11.75	49.05
0	3.00	Bee10	12.24	19.49
0	3.00	Bee11	6.84	26.31
0	3.00	Bee12	30.49	0.46
0	3.00	Bee13	33.32	28.69
0	3.00	Bee14	32.73	35.63
0	3.00	Bee15	37.22	47.43
0	3.00	Bee16	41.78	0.97
0	3.00	Bee17	24.04	40.45
0	3.00	Bee18	6.61	22.32
0	3.00	Bee19	21.92	9.62
0	3.00	Bee20	43.04	41.64
0	3.00	Bee21	45.75	1.00
0	3.00	Bee22	2.34	11.14
0	3.00	Bee23	49.00	10.89
0	3.00	Bee24	17.57	4.35
0	3.00	Bee25	30.45	29.55
0	3.00	Bee26	9.74	40.22
0	3.00	Bee27	33.19	30.02
0	3.00	Bee28	36.14	8.62
0	3.00	Bee29	40.49	16.24
