Run	Time	Name	X_pos	Y_pos	Collision	OnCue
0	128.38	Bee13	34.80	20.23	8	True
0	143.75	Bee05	13.03	26.26	6	True
0	145.17	Bee05	12.98	23.42	6	False
0	146.39	Bee05	12.93	20.98	7	False
0	146.39	Bee01	13.06	19.87	2	False
0	148.18	Bee02	25.53	13.19	0	True
0	148.54	Bee05	13.16	20.99	8	False
0	148.54	Bee01	13.28	19.91	3	False
0	150.00	Bee16	15.94	21.87	3	True
0	150.79	Bee08	17.31	23.97	3	True
0	151.27	Bee04	29.14	36.16	1	True
0	152.87	Bee07	29.85	14.08	0	True
0	157.63	Bee14	22.03	18.74	2	True
0	159.17	Bee04	36.61	22.25	1	False
0	159.91	Bee02	19.88	35.95	0	False
0	160.03	Bee00	14.62	19.34	9	True
0	160.29	Bee07	16.13	19.75	1	True
0	160.29	Bee00	14.99	19.70	10	True
0	161.61	Bee03	27.89	36.66	4	False
0	168.69	Bee13	34.63	20.35	9	True
0	168.69	Bee13	34.63	20.35	10	True
0	169.95	Bee15	43.30	44.47	4	False
0	169.95	Bee03	43.18	43.33	5	False
0	170.89	Bee15	43.23	44.28	5	False
0	170.89	Bee15	43.23	44.28	6	False
0	170.89	Bee09	17.66	22.69	4	True
0	171.68	Bee03	43.16	43.53	6	False
0	171.68	Bee03	43.16	43.53	7	False
0	172.58	Bee03	43.25	43.72	8	False
0	172.58	Bee03	43.25	43.72	9	False
0	172.78	Bee15	43.54	44.05	7	False
0	172.78	Bee15	43.54	44.05	8	False
0	173.11	Bee12	33.47	20.35	6	True
0	173.41	Bee15	43.70	43.86	9	False
0	173.58	Bee05	20.25	14.33	8	True
0	175.40	Bee05	21.96	17.55	9	True
0	178.09	Bee19	17.34	21.72	5	True
0	178.09	Bee19	17.34	21.72	6	True
0	178.09	Bee19	17.34	21.72	7	True
0	181.06	Bee06	21.98	20.07	6	True
0	183.27	Bee11	30.30	26.58	6	True
0	185.14	Bee18	23.04	18.47	10	True
0	185.14	Bee18	23.04	18.47	11	True
0	185.50	Bee04	31.91	15.27	1	True
0	185.82	Bee01	22.61	13.33	3	True
0	187.54	Bee01	21.29	16.51	4	True
0	187.79	Bee10	23.05	20.44	3	True
0	188.15	Bee02	13.06	27.08	0	True
0	188.29	Bee02	13.01	26.81	0	False
0	192.78	Bee00	15.17	19.48	11	True
0	193.46	Bee17	14.84	31.92	3	False
0	197.30	Bee04	14.51	31.21	1	False
0	206.77	Bee16	16.08	21.72	4	True
0	211.10	Bee08	17.54	23.96	4	True
0	213.25	Bee07	16.40	20.39	2	True
0	214.82	Bee03	11.21	48.34	10	False
0	214.95	Bee13	34.48	20.14	11	True
0	215.68	Bee03	11.05	48.45	11	False
0	216.76	Bee03	11.01	48.63	12	False
0	217.87	Bee03	11.10	48.78	13	False
0	217.87	Bee03	11.10	48.78	14	False
0	218.31	Bee14	22.28	18.78	3	True
0	226.97	Bee03	9.64	45.17	15	False
0	227.78	Bee00	15.32	19.60	12	True
0	228.25	Bee04	5.26	32.64	2	False
0	231.16	Bee09	17.81	22.85	5	True
0	233.15	Bee02	15.05	31.74	0	True
0	235.33	Bee05	21.79	17.63	10	True
0	235.33	Bee05	21.79	17.63	11	True
0	237.73	Bee19	17.32	21.93	8	True
0	237.73	Bee19	17.32	21.93	9	True
0	239.59	Bee12	14.04	30.25	6	False
0	240.65	Bee12	12.14	31.21	7	False
0	240.80	Bee17	12.69	32.14	4	False
0	242.25	Bee06	22.02	20.28	7	True
0	242.97	Bee17	15.35	31.99	4	True
0	242.97	Bee02	34.68	32.27	0	False
0	245.32	Bee01	21.50	16.59	5	True
0	245.98	Bee18	23.03	18.71	12	True
0	249.22	Bee10	22.93	20.60	4	True
0	250.41	Bee11	30.92	14.55	6	False
0	252.77	Bee15	12.97	26.17	9	True
0	253.01	Bee17	35.42	30.90	4	False
0	254.72	Bee15	16.25	24.09	10	True
0	262.59	Bee02	33.82	32.94	0	True
0	263.96	Bee16	16.22	21.86	5	True
0	267.59	Bee04	20.44	13.91	2	True
0	268.53	Bee04	20.84	15.75	3	True
0	269.43	Bee13	20.23	31.83	12	True
0	270.48	Bee00	19.09	14.46	12	False
0	271.07	Bee03	22.59	36.68	15	True
0	271.52	Bee08	17.54	24.16	5	True
0	271.52	Bee02	15.95	32.97	0	False
0	271.79	Bee07	20.85	18.32	3	True
0	278.62	Bee03	36.01	29.74	15	False
0	279.22	Bee14	22.22	19.04	4	True
0	285.79	Bee03	48.75	23.15	16	False
0	287.63	Bee03	48.69	22.98	17	False
0	290.20	Bee00	29.37	13.88	12	True
0	290.79	Bee02	13.11	25.09	0	True
0	291.51	Bee09	17.98	22.69	6	True
0	291.89	Bee02	14.99	23.97	1	True
0	295.26	Bee05	21.89	17.80	12	True
0	295.49	Bee03	35.89	20.43	17	True
0	297.51	Bee19	17.57	21.94	10	True
0	297.51	Bee19	17.57	21.94	11	True
0	301.08	Bee00	30.86	35.57	12	False
0	301.44	Bee03	24.23	18.11	18	True
0	303.53	Bee06	22.24	20.23	8	True
0	303.53	Bee06	22.24	20.23	9	True
0	303.53	Bee01	21.42	16.80	6	True
0	306.82	Bee18	23.22	18.72	13	True
0	311.90	Bee17	35.93	29.33	4	True
0	313.68	Bee15	16.34	24.26	11	True
0	318.34	Bee10	35.89	29.75	4	False
0	321.81	Bee16	16.48	21.57	6	True
0	322.41	Bee04	21.02	15.70	4	True
0	323.44	Bee17	12.98	26.88	4	False
0	328.43	Bee00	3.93	26.79	13	False
0	330.28	Bee00	1.76	26.44	14	False
0	332.05	Bee07	21.01	18.75	4	True
0	332.24	Bee00	1.77	26.07	15	False
0	333.04	Bee13	15.44	25.20	13	True
0	339.78	Bee00	13.15	23.29	15	True
0	340.16	Bee14	22.46	19.07	5	True
0	340.16	Bee14	22.46	19.07	6	True
0	340.32	Bee00	14.22	23.03	16	True
0	341.47	Bee08	36.77	22.52	5	False
0	346.61	Bee02	15.07	24.14	2	True
0	348.13	Bee10	34.88	31.64	4	True
0	354.92	Bee10	22.66	25.74	5	True
0	355.38	Bee05	21.73	17.88	13	True
0	355.38	Bee05	21.73	17.88	14	True
0	358.17	Bee19	17.44	23.45	12	True
0	360.94	Bee09	30.51	35.76	6	False
0	361.91	Bee11	22.82	36.81	6	True
0	362.19	Bee03	24.20	18.38	19	True
0	362.19	Bee01	21.68	16.88	7	True
0	366.82	Bee06	23.13	24.62	10	True
0	367.76	Bee18	23.20	18.92	14	True
0	372.73	Bee15	16.51	24.16	12	True
0	373.15	Bee12	34.37	32.31	7	True
0	373.58	Bee11	32.35	15.52	6	False
0	376.19	Bee08	27.45	13.34	5	True
0	376.32	Bee04	21.09	15.96	5	True
0	380.31	Bee16	17.11	22.16	7	True
0	380.31	Bee08	25.64	21.39	6	True
0	380.63	Bee17	29.20	13.95	4	True
0	381.52	Bee12	22.86	20.16	8	True
0	382.97	Bee00	14.26	23.21	17	True
0	383.73	Bee17	25.36	18.83	5	True
0	389.98	Bee13	15.62	25.09	14	True
0	389.98	Bee13	15.62	25.09	15	True
0	391.39	Bee09	36.03	29.50	6	True
0	392.48	Bee07	21.20	18.68	5	True
0	392.48	Bee07	21.20	18.68	6	True
0	398.42	Bee09	26.71	18.97	7	True
0	401.06	Bee14	22.44	19.29	7	True
0	401.98	Bee02	15.27	24.04	3	True
0	401.98	Bee02	15.27	24.04	4	True
0	415.43	Bee05	21.82	18.03	15	True
0	416.53	Bee10	22.75	25.58	6	True
0	420.97	Bee19	22.74	23.57	13	True
0	421.26	Bee01	21.58	17.16	8	True
0	423.09	Bee03	24.40	18.39	20	True
0	424.02	Bee11	34.45	17.72	6	True
0	428.71	Bee18	23.39	18.93	15	True
0	428.86	Bee00	14.72	23.08	18	True
0	431.20	Bee11	20.67	13.69	6	False
0	432.13	Bee15	16.62	24.35	13	True
0	435.23	Bee06	36.16	20.68	10	False
0	436.21	Bee04	29.13	13.60	5	False
0	442.00	Bee16	20.00	18.95	8	True
0	442.72	Bee08	23.72	20.81	7	True
0	442.72	Bee08	23.72	20.81	8	True
0	444.62	Bee17	25.51	18.94	6	True
0	446.16	Bee12	17.76	25.06	9	True
0	452.92	Bee07	21.26	18.85	7	True
0	453.81	Bee11	14.20	19.75	6	True
0	454.38	Bee13	23.21	36.87	15	False
0	458.52	Bee02	15.41	24.41	5	True
0	458.77	Bee11	21.80	26.12	7	True
0	459.36	Bee09	26.59	19.10	8	True
0	462.13	Bee14	22.66	19.29	8	True
0	462.13	Bee14	22.66	19.29	9	True
0	463.40	Bee06	34.99	18.83	10	True
0	467.08	Bee06	27.66	19.55	11	True
0	475.66	Bee05	21.65	18.12	16	True
0	480.33	Bee00	14.79	23.47	19	True
0	480.57	Bee01	21.79	17.23	9	True
0	483.39	Bee19	22.60	25.14	14	True
0	483.91	Bee03	24.38	18.56	21	True
0	483.91	Bee03	24.38	18.56	22	True
0	484.89	Bee10	34.22	32.71	6	False
0	489.68	Bee18	23.37	19.12	16	True
0	489.68	Bee18	23.37	19.12	17	True
0	491.60	Bee15	16.79	24.24	14	True
0	496.79	Bee13	35.25	19.12	15	True
1	0.07	Bee13	43.62	41.64	15	False
1	0.29	Bee04	23.19	33.20	5	True
1	0.56	Bee16	19.28	2.53	8	False
1	3.85	Bee08	4.46	19.68	8	False
1	6.95	Bee17	2.37	16.65	6	False
1	7.21	Bee12	11.69	38.70	9	False
1	7.48	Bee04	12.95	23.10	5	False
1	13.24	Bee12	20.06	47.38	10	False
1	13.38	Bee04	4.56	14.82	6	False
1	14.52	Bee07	36.22	29.19	7	False
1	14.92	Bee12	19.97	47.54	11	False
1	15.53	Bee04	4.42	14.98	7	False
1	15.81	Bee12	19.98	47.76	12	False
1	15.96	Bee02	9.77	24.39	5	False
1	16.09	Bee02	10.01	24.30	6	False
1	16.38	Bee04	4.20	15.08	8	False
1	16.38	Bee04	4.20	15.08	9	False
1	16.67	Bee12	19.88	47.95	13	False
1	17.13	Bee17	13.06	24.66	6	True
1	17.67	Bee04	4.02	14.98	10	False
1	17.67	Bee04	4.02	14.98	11	False
1	18.57	Bee04	3.82	15.00	12	False
1	18.57	Bee04	3.82	15.00	13	False
1	19.03	Bee02	13.10	25.98	6	True
1	19.69	Bee09	20.65	48.65	8	False
1	20.42	Bee11	37.61	49.35	7	False
1	22.17	Bee10	4.16	13.57	7	False
1	22.34	Bee16	16.22	16.80	8	True
1	22.67	Bee10	3.99	13.63	8	False
1	23.61	Bee10	3.88	13.78	9	False
1	24.22	Bee14	30.50	49.50	9	False
1	25.18	Bee10	4.00	14.03	10	False
1	25.18	Bee10	4.00	14.03	11	False
1	26.30	Bee10	3.95	14.24	12	False
1	26.30	Bee10	3.95	14.24	13	False
1	26.30	Bee10	3.95	14.24	14	False
1	26.97	Bee06	44.53	4.70	11	False
1	27.10	Bee06	44.56	4.95	12	False
1	28.09	Bee17	32.77	34.25	6	False
1	29.00	Bee06	44.36	5.01	13	False
1	29.19	Bee09	25.75	37.74	9	False
1	29.19	Bee02	30.95	35.70	6	False
1	29.71	Bee09	25.77	37.56	10	False
1	29.71	Bee06	44.17	4.99	14	False
1	30.64	Bee09	25.90	37.41	11	False
1	30.64	Bee06	44.02	4.87	15	False
1	32.93	Bee07	34.70	14.10	8	False
1	33.07	Bee09	25.25	36.87	11	True
1	33.64	Bee07	34.51	14.07	9	False
1	34.18	Bee05	33.73	13.62	16	False
1	34.18	Bee05	33.73	13.62	17	False
1	34.38	Bee16	35.70	30.96	8	False
1	34.64	Bee10	16.16	17.00	14	True
1	34.76	Bee07	34.31	14.20	10	False
1	35.70	Bee05	33.74	13.81	18	False
1	36.36	Bee07	32.71	15.94	10	True
1	38.71	Bee05	31.09	14.79	18	True
1	40.93	Bee00	36.07	20.65	19	False
1	41.07	Bee09	12.92	26.68	11	False
1	41.60	Bee01	14.43	11.71	9	False
1	41.85	Bee17	47.97	40.79	7	False
1	41.85	Bee16	47.79	39.74	9	False
1	42.54	Bee17	47.84	40.63	8	False
1	42.92	Bee04	3.15	15.73	14	False
1	43.35	Bee19	10.71	28.36	14	False
1	43.35	Bee03	3.75	14.50	22	False
1	43.83	Bee16	47.68	39.93	10	False
1	44.00	Bee19	11.81	27.65	15	False
1	44.00	Bee19	11.81	27.65	16	False
1	44.46	Bee16	47.53	40.38	11	False
1	44.46	Bee16	47.53	40.38	12	False
1	44.46	Bee16	47.53	40.38	13	False
1	45.09	Bee10	36.54	21.62	14	False
1	45.79	Bee19	13.52	27.73	16	True
1	46.51	Bee14	38.10	22.91	10	False
1	46.75	Bee09	4.17	19.45	12	False
1	46.75	Bee08	11.63	21.62	9	False
1	46.75	Bee08	11.63	21.62	10	False
1	46.75	Bee04	4.69	19.02	15	False
1	46.75	Bee01	11.00	21.42	10	False
1	47.60	Bee08	11.64	21.23	11	False
1	48.23	Bee05	13.21	21.36	18	False
1	48.41	Bee07	16.35	33.63	10	False
1	48.41	Bee05	12.88	21.48	19	False
1	48.66	Bee13	41.86	46.00	16	False
1	50.91	Bee18	43.75	5.51	17	False
1	51.09	Bee05	13.33	22.45	19	True
1	51.28	Bee15	48.66	12.85	14	False
1	51.46	Bee12	15.37	32.21	13	True
1	51.46	Bee03	19.97	14.20	22	True
1	53.42	Bee04	13.09	27.05	15	True
1	53.83	Bee15	48.51	14.59	15	False
1	53.83	Bee14	47.78	14.45	11	False
1	54.42	Bee15	48.37	14.79	16	False
1	54.42	Bee14	47.92	14.25	12	False
1	54.76	Bee04	15.04	28.92	16	True
1	56.00	Bee15	48.10	14.75	17	False
1	56.00	Bee15	48.10	14.75	18	False
1	56.31	Bee03	29.67	14.02	22	False
1	56.46	Bee11	33.72	32.92	7	True
1	57.31	Bee19	36.53	28.75	16	False
1	58.28	Bee19	38.47	28.83	17	False
1	58.28	Bee13	39.20	29.64	17	False
1	58.45	Bee05	19.51	35.81	19	False
1	59.26	Bee13	39.30	29.43	18	False
1	60.07	Bee18	43.27	9.71	18	False
1	60.41	Bee19	38.46	29.11	18	False
1	60.41	Bee13	39.22	29.17	19	False
1	61.39	Bee00	42.60	8.77	20	False
1	62.04	Bee13	38.96	29.13	20	False
1	62.04	Bee13	38.96	29.13	21	False
1	62.04	Bee13	38.96	29.13	22	False
1	62.39	Bee18	43.17	9.46	19	False
1	62.39	Bee18	43.17	9.46	20	False
1	63.20	Bee12	29.91	13.78	13	False
1	63.88	Bee18	42.87	9.41	21	False
1	63.88	Bee10	36.75	24.40	14	True
1	65.00	Bee11	16.65	33.69	7	False
1	67.11	Bee17	29.23	35.85	8	True
1	69.96	Bee02	1.19	48.58	7	False
1	70.54	Bee02	1.38	48.72	8	False
1	70.93	Bee08	17.39	15.80	11	True
1	71.78	Bee18	35.70	19.87	21	True
1	72.06	Bee02	1.34	49.00	9	False
1	72.06	Bee02	1.34	49.00	10	False
1	75.81	Bee10	12.91	23.38	14	False
1	77.85	Bee06	34.51	17.87	15	True
1	78.11	Bee03	36.57	27.42	22	True
1	78.96	Bee17	19.92	14.07	8	False
1	79.50	Bee02	1.35	49.31	11	False
1	80.03	Bee02	1.49	49.12	12	False
1	80.42	Bee07	1.79	49.57	11	False
1	80.42	Bee07	1.79	49.57	12	False
1	81.74	Bee08	37.05	24.76	11	False
1	82.27	Bee18	23.85	37.17	21	False
1	84.63	Bee03	27.59	36.85	22	False
1	84.80	Bee19	36.52	27.38	18	True
1	84.99	Bee14	26.41	13.44	12	True
1	87.29	Bee15	33.67	32.83	18	True
1	89.99	Bee06	16.77	34.44	15	False
1	92.75	Bee03	16.38	48.62	23	False
1	93.32	Bee02	23.64	36.93	12	True
1	93.77	Bee12	46.80	23.41	14	False
1	93.77	Bee09	47.39	23.95	13	False
1	94.21	Bee03	16.45	48.84	24	False
1	94.37	Bee09	47.22	23.67	14	False
1	94.37	Bee09	47.22	23.67	15	False
1	94.37	Bee09	47.22	23.67	16	False
1	95.77	Bee11	23.54	8.07	8	False
1	96.40	Bee19	15.61	17.29	18	False
1	96.55	Bee03	16.18	49.12	25	False
1	96.55	Bee03	16.18	49.12	26	False
1	96.86	Bee14	23.88	37.05	12	False
1	97.92	Bee15	26.03	12.99	18	False
1	99.01	Bee10	22.99	39.85	15	False
1	100.27	Bee02	35.82	30.23	12	False
1	101.81	Bee17	34.94	14.86	9	False
1	101.81	Bee00	35.90	14.83	21	False
1	103.16	Bee17	34.96	15.10	10	False
1	103.16	Bee00	35.70	14.97	22	False
1	104.31	Bee00	35.66	15.18	23	False
1	105.01	Bee17	34.18	17.46	10	True
1	107.10	Bee01	14.49	30.85	10	True
1	107.30	Bee03	13.95	31.87	27	False
1	107.59	Bee00	32.28	15.58	23	True
1	107.71	Bee02	48.86	23.05	13	False
1	107.86	Bee13	29.32	14.00	22	True
1	108.55	Bee00	30.37	15.81	24	True
1	108.70	Bee13	29.15	15.68	23	True
1	109.30	Bee02	49.19	22.80	14	False
1	111.36	Bee02	48.99	22.69	15	False
1	112.05	Bee02	48.87	22.54	16	False
1	112.88	Bee04	28.84	13.56	16	False
1	113.01	Bee02	48.84	22.29	17	False
1	113.31	Bee18	16.85	33.82	21	True
1	113.59	Bee09	49.40	21.75	17	False
1	113.99	Bee02	48.68	22.12	18	False
1	114.54	Bee09	49.16	21.73	18	False
1	114.54	Bee09	49.16	21.73	19	False
1	114.74	Bee02	48.54	21.76	19	False
1	115.19	Bee17	27.81	36.79	10	False
1	115.71	Bee09	48.95	21.88	20	False
1	115.71	Bee09	48.95	21.88	21	False
1	115.71	Bee09	48.95	21.88	22	False
1	119.22	Bee01	35.34	18.50	10	False
1	119.80	Bee17	24.93	45.55	11	False
1	119.80	Bee14	24.92	46.29	13	False
1	120.45	Bee11	48.16	14.26	9	False
1	120.45	Bee06	23.77	45.75	16	False
1	120.45	Bee06	23.77	45.75	17	False
1	121.21	Bee06	24.06	45.64	18	False
1	121.21	Bee06	24.06	45.64	19	False
1	121.21	Bee06	24.06	45.64	20	False
1	121.64	Bee17	24.60	45.56	12	False
1	121.64	Bee17	24.60	45.56	13	False
1	121.64	Bee17	24.60	45.56	14	False
1	122.63	Bee11	47.16	15.99	10	False
1	122.83	Bee18	18.43	14.86	21	False
1	123.00	Bee17	24.00	45.14	15	False
1	123.18	Bee12	34.90	31.40	14	True
1	124.00	Bee05	48.47	21.80	20	False
1	125.52	Bee05	48.75	21.84	21	False
1	127.15	Bee05	48.82	22.12	22	False
1	127.15	Bee05	48.82	22.12	23	False
1	128.06	Bee05	48.95	22.25	24	False
1	128.06	Bee05	48.95	22.25	25	False
1	129.15	Bee03	13.90	29.56	27	True
1	131.55	Bee12	31.68	14.98	14	False
1	131.68	Bee08	36.45	27.29	11	True
1	137.04	Bee15	35.03	31.32	18	True
1	137.44	Bee03	29.05	36.34	27	False
1	140.83	Bee15	29.26	36.22	18	False
1	142.52	Bee19	44.65	14.99	19	False
1	142.52	Bee09	44.65	16.14	23	False
1	143.54	Bee09	44.40	16.07	24	False
1	143.71	Bee08	12.88	22.41	11	False
1	144.01	Bee19	44.39	15.02	20	False
1	146.16	Bee19	42.51	13.71	21	False
1	146.16	Bee01	42.33	12.64	11	False
1	147.59	Bee01	42.29	12.82	12	False
1	147.85	Bee19	42.55	13.48	22	False
1	147.85	Bee19	42.55	13.48	23	False
1	148.06	Bee03	48.43	45.00	28	False
1	148.57	Bee03	48.62	45.05	29	False
1	149.04	Bee19	42.73	13.35	24	False
1	149.32	Bee03	48.88	44.99	30	False
1	149.32	Bee03	48.88	44.99	31	False
1	149.73	Bee07	0.41	21.06	13	False
1	150.03	Bee09	32.36	15.72	24	True
1	150.36	Bee09	31.70	15.70	25	True
1	150.69	Bee03	49.00	44.75	32	False
1	150.69	Bee03	49.00	44.75	33	False
1	150.87	Bee11	36.14	21.90	10	True
1	159.40	Bee18	12.75	36.09	22	False
1	159.40	Bee05	13.80	35.59	26	False
1	159.72	Bee15	15.80	42.79	19	False
1	159.85	Bee10	15.69	41.62	16	False
1	161.08	Bee17	13.95	29.93	15	True
1	161.57	Bee10	15.66	41.81	17	False
1	161.72	Bee17	14.95	29.15	16	True
1	161.72	Bee11	15.79	29.36	11	True
1	161.72	Bee11	15.79	29.36	12	True
1	162.35	Bee06	36.31	21.32	20	True
1	163.64	Bee03	28.90	36.25	33	True
1	163.76	Bee00	33.13	33.78	24	False
1	165.45	Bee06	32.01	16.86	21	True
1	166.25	Bee13	18.88	14.60	23	False
1	169.53	Bee09	31.71	15.95	26	True
1	169.53	Bee09	31.71	15.95	27	True
1	170.44	Bee05	11.22	14.88	27	False
1	170.86	Bee03	15.59	30.63	34	True
1	174.73	Bee05	5.93	12.43	28	False
1	174.73	Bee01	5.73	11.58	13	False
1	176.28	Bee01	5.47	11.63	14	False
1	181.96	Bee02	28.85	36.26	19	True
1	186.69	Bee19	1.66	20.76	25	False
1	186.84	Bee10	21.54	36.42	17	True
1	187.12	Bee02	18.56	35.28	19	False
1	187.64	Bee07	0.40	20.94	14	False
1	188.07	Bee19	1.38	20.63	26	False
1	189.84	Bee19	1.21	20.82	27	False
1	189.84	Bee12	33.88	32.52	14	True
1	191.46	Bee16	14.79	31.58	14	False
1	191.84	Bee19	1.05	20.69	28	False
1	191.84	Bee19	1.05	20.69	29	False
1	192.46	Bee14	42.46	39.00	14	False
1	192.46	Bee00	43.09	38.31	25	False
1	193.16	Bee14	42.41	38.77	15	False
1	193.54	Bee16	14.74	31.37	15	False
1	193.54	Bee16	14.74	31.37	16	False
1	193.71	Bee15	36.20	28.98	19	True
1	193.96	Bee19	0.92	20.88	30	False
1	193.96	Bee19	0.92	20.88	31	False
1	194.39	Bee13	14.10	1.87	24	False
1	194.39	Bee00	43.04	38.10	26	False
1	195.69	Bee19	1.04	21.03	32	False
1	195.69	Bee16	14.94	31.34	16	True
1	195.69	Bee16	14.94	31.34	17	True
1	197.62	Bee10	28.93	16.16	18	True
1	197.62	Bee09	29.87	15.98	28	True
1	197.62	Bee09	29.87	15.98	29	True
1	199.31	Bee14	34.79	31.27	15	True
1	201.32	Bee16	14.89	31.13	18	True
1	201.32	Bee16	14.89	31.13	19	True
1	201.70	Bee12	16.89	15.98	14	False
