Run	Time	Name	X_pos	Y_pos	State	Delay	OnCue
0	0.95	Bee04	42.90	40.39	0	0	False
0	0.95	Bee03	42.40	41.56	0	0	False
0	1.36	Bee03	42.40	41.55	0	0	False
0	3.06	Bee09	11.43	14.57	0	0	False
0	4.80	Bee11	11.81	13.30	0	0	False
0	7.92	Bee17	32.92	20.49	0	55.97963	True
0	7.92	Bee12	33.89	20.68	0	52.55214	True
0	8.42	Bee18	9.75	24.97	0	0	False
0	8.93	Bee15	10.50	26.39	0	0	False
0	9.10	Bee13	9.40	26.73	0	0	False
0	13.72	Bee13	13.79	21.67	0	13.45229	True
0	13.91	Bee19	14.71	21.36	0	42.35813	True
0	17.46	Bee16	7.84	44.69	0	0	False
0	24.08	Bee05	21.60	47.55	0	0	False
0	24.26	Bee11	22.81	47.28	0	0	False
0	26.49	Bee11	24.91	48.50	0	0	False
0	27.48	Bee15	25.45	49.36	0	0	False
0	28.36	Bee15	25.45	49.17	0	0	False
0	29.19	Bee13	13.97	21.85	0	25.29786	True
0	44.77	Bee03	19.77	33.32	0	53.89996	True
0	44.93	Bee08	18.51	33.31	0	47.92514	True
0	45.09	Bee18	13.40	20.86	0	0	False
0	45.69	Bee11	39.74	17.55	0	0	False
0	45.69	Bee06	40.79	17.26	0	0	False
0	46.85	Bee18	13.58	20.65	0	0	False
0	49.05	Bee18	13.76	20.83	0	1.463415	True
0	49.05	Bee18	13.76	20.83	0	1.463415	True
0	52.57	Bee18	13.92	20.66	0	3.609023	True
0	56.54	Bee13	14.11	21.69	0	27.40902	True
0	56.54	Bee13	14.11	21.69	0	27.40902	True
0	56.54	Bee13	14.11	21.69	0	27.40902	True
0	58.16	Bee18	14.09	20.81	0	13.45229	True
0	58.16	Bee18	14.09	20.81	0	13.45229	True
0	59.38	Bee19	17.16	21.52	0	57.38037	True
0	59.38	Bee06	17.77	21.01	0	57.74436	True
0	59.38	Bee06	17.77	21.01	0	57.74436	True
0	60.09	Bee10	32.53	21.70	0	57.6024	True
0	62.22	Bee00	48.29	23.86	0	0	False
0	62.50	Bee12	33.79	20.47	0	52.55214	True
0	62.50	Bee12	33.79	20.47	0	52.55214	True
0	62.50	Bee05	48.98	24.63	0	0	False
0	62.82	Bee00	48.47	23.99	0	0	False
0	62.82	Bee00	48.47	23.99	0	0	False
0	63.35	Bee00	48.61	24.14	0	0	False
0	63.35	Bee00	48.61	24.14	0	0	False
0	64.14	Bee05	48.75	24.65	0	0	False
0	64.14	Bee05	48.75	24.65	0	0	False
0	64.14	Bee00	48.68	24.36	0	0	False
0	64.14	Bee00	48.68	24.36	0	0	False
0	64.14	Bee00	48.68	24.36	0	0	False
0	64.14	Bee00	48.68	24.36	0	0	False
0	65.16	Bee05	48.55	24.79	0	0	False
0	65.91	Bee17	32.75	20.62	0	56.49717	True
0	66.23	Bee05	48.46	25.07	0	0	False
0	71.19	Bee01	23.57	49.46	0	0	False
0	91.70	Bee14	20.12	32.01	0	57.31135	True
0	93.74	Bee16	15.80	21.73	0	54.23576	True
0	94.87	Bee08	18.69	33.29	0	49.33144	True
0	98.16	Bee13	32.24	38.42	0	0	False
0	98.16	Bee09	33.13	37.76	0	0	False
0	100.63	Bee03	19.84	33.14	0	54.64334	True
0	110.69	Bee09	17.51	22.83	0	58.16424	True
0	117.14	Bee12	33.58	20.59	0	53.89996	True
0	117.14	Bee12	33.58	20.59	0	53.89996	True
0	118.73	Bee19	17.14	21.71	0	57.34619	True
0	118.73	Bee19	17.14	21.71	0	57.34619	True
0	119.13	Bee06	17.83	21.23	0	57.84916	True
0	119.13	Bee06	17.83	21.23	0	57.84916	True
0	122.22	Bee11	30.49	26.58	0	59.10513	True
0	122.22	Bee10	29.44	26.05	0	59.37411	True
0	122.71	Bee18	32.29	19.47	0	55.84948	True
0	124.52	Bee17	32.63	20.43	0	56.44466	True
0	128.38	Bee13	34.80	20.23	0	38.29233	True
0	146.39	Bee05	12.93	20.98	0	0	False
0	146.39	Bee01	13.06	19.87	0	0	False
0	148.54	Bee05	13.16	20.99	0	0	False
0	148.54	Bee01	13.28	19.91	0	0	False
0	150.00	Bee16	15.94	21.87	0	54.8316	True
0	150.79	Bee08	17.31	23.97	0	58.2228	True
0	157.63	Bee14	22.03	18.74	0	58.68193	True
0	160.29	Bee07	16.13	19.75	0	50.73502	True
0	160.29	Bee00	14.99	19.70	0	30.35573	True
0	168.69	Bee13	34.63	20.35	0	44.24783	True
0	168.69	Bee13	34.63	20.35	0	44.24783	True
0	169.95	Bee15	43.30	44.47	0	0	False
0	169.95	Bee03	43.18	43.33	0	0	False
0	170.89	Bee15	43.23	44.28	0	0	False
0	170.89	Bee15	43.23	44.28	0	0	False
0	170.89	Bee09	17.66	22.69	0	58.29667	True
0	171.68	Bee03	43.16	43.53	0	0	False
0	171.68	Bee03	43.16	43.53	0	0	False
0	172.58	Bee03	43.25	43.72	0	0	False
0	172.58	Bee03	43.25	43.72	0	0	False
0	172.78	Bee15	43.54	44.05	0	0	False
0	172.78	Bee15	43.54	44.05	0	0	False
0	173.11	Bee12	33.47	20.35	0	53.66019	True
0	173.41	Bee15	43.70	43.86	0	0	False
0	175.40	Bee05	21.96	17.55	0	57.9703	True
0	178.09	Bee19	17.34	21.72	0	57.6024	True
0	178.09	Bee19	17.34	21.72	0	57.6024	True
0	178.09	Bee19	17.34	21.72	0	57.6024	True
0	181.06	Bee06	21.98	20.07	0	59.14492	True
0	183.27	Bee11	30.30	26.58	0	59.1576	True
0	185.14	Bee18	23.04	18.47	0	58.7635	True
0	185.14	Bee18	23.04	18.47	0	58.7635	True
0	187.54	Bee01	21.29	16.51	0	55.78207	True
0	187.79	Bee10	23.05	20.44	0	59.31379	True
0	192.78	Bee00	15.17	19.48	0	33.03371	True
0	206.77	Bee16	16.08	21.72	0	55.26216	True
0	211.10	Bee08	17.54	23.96	0	58.36606	True
0	213.25	Bee07	16.40	20.39	0	54.23576	True
0	214.82	Bee03	11.21	48.34	0	0	False
0	214.95	Bee13	34.48	20.14	0	43.33796	True
0	215.68	Bee03	11.05	48.45	0	0	False
0	216.76	Bee03	11.01	48.63	0	0	False
0	217.87	Bee03	11.10	48.78	0	0	False
0	217.87	Bee03	11.10	48.78	0	0	False
0	218.31	Bee14	22.28	18.78	0	58.78542	True
